7.884678484858558684e-03	1.016560223433000010e+00
1.576935696971711737e-02	1.016462523328000023e+00
2.365402847325866892e-02	1.016298538456000156e+00
3.153871044877572943e-02	1.016068887120000097e+00
3.942339242429279689e-02	1.015773496220000016e+00
4.730807439980985740e-02	1.015412273819999989e+00
5.519275637532692486e-02	1.014984436019999992e+00
6.307742089755145887e-02	1.014490520220000080e+00
7.096210287306853326e-02	1.013929034100000015e+00
7.884678484858559377e-02	1.013300475959999947e+00
8.673146682410265429e-02	1.012603985739999990e+00
9.461614879961971480e-02	1.011839354000000135e+00
1.025008133218442558e-01	1.011005019399999982e+00
1.103854952973613301e-01	1.010102073399999911e+00
1.182701772728783907e-01	1.009128917600000008e+00
1.261548592483954512e-01	1.008084613400000107e+00
1.340395237706199782e-01	1.006968865000000157e+00
1.419242057461370665e-01	1.005780703200000126e+00
1.498088877216541270e-01	1.004519815200000110e+00
1.576935696971711875e-01	1.003184527800000003e+00
1.655782516726882481e-01	1.001774511200000051e+00
1.734629161949128029e-01	1.000288075200000071e+00
1.813475632638447965e-01	9.987255362000000414e-01
1.892322626926543905e-01	9.970845238000000110e-01
1.971169621214639844e-01	9.953646776000000251e-01
2.050016615502735506e-01	9.935649535999999671e-01
2.128863609790831446e-01	9.916836479999999732e-01
2.207710604078927386e-01	9.897197168000000378e-01
2.286557598367023325e-01	9.876714630000000827e-01
2.365402847325866753e-01	9.855385228000000941e-01
2.444249841613962693e-01	9.833192026000000530e-01
2.523096835902058355e-01	9.810118224000001774e-01
2.601943830190154294e-01	9.786153824000000112e-01
2.680790824478250234e-01	9.761282366000000321e-01
2.759637818766346173e-01	9.735487457999999483e-01
2.838484813054442113e-01	9.708752980000000532e-01
2.917331807342538053e-01	9.681063220000001301e-01
2.996177056301381758e-01	9.652402839999999484e-01
3.075024050589477698e-01	9.622756060000000611e-01
3.153871044877573637e-01	9.592108800000000990e-01
3.232718039165669577e-01	9.560433580000000653e-01
3.311565033453764961e-01	9.527722680000000333e-01
3.390412027741860901e-01	9.493949980000001565e-01
3.469259022029956285e-01	9.459109459999999192e-01
3.548106016318052225e-01	9.423169660000001446e-01
3.626951265276895930e-01	9.386113200000000267e-01
3.705798259564991870e-01	9.347929740000001653e-01
3.784645253853087810e-01	9.308590540000001301e-01
3.863492248141183749e-01	9.268081280000001199e-01
3.942339242429279689e-01	9.226375260000000411e-01
4.021186236717375628e-01	9.183461560000000246e-01
4.100033231005471013e-01	9.139316200000000556e-01
4.178880225293566952e-01	9.093911220000000517e-01
4.257725474252411213e-01	9.047234100000001167e-01
4.336572468540507153e-01	8.999267660000001001e-01
4.415419462828602537e-01	8.949984040000000807e-01
4.494266457116698477e-01	8.899358099999999938e-01
4.573113451404794416e-01	8.847381840000001496e-01
4.651960445692890356e-01	8.794037599999999788e-01
4.730807439980986295e-01	8.739291360000001063e-01
4.809654434269081680e-01	8.683134300000000527e-01
4.888501428557177064e-01	8.625549639999999796e-01
4.967346677516021325e-01	8.566520359999999501e-01
5.046193671804116709e-01	8.506029880000001153e-01
5.125040666092213204e-01	8.444069780000000858e-01
