5.203887660380308589e-01	8.380635140000000094e-01
5.282734654668405083e-01	8.315710800000000180e-01
5.361581648956500468e-01	8.249302920000001205e-01
5.440428643244596962e-01	8.181412520000000965e-01
5.519275637532692347e-01	8.112057620000000524e-01
5.598120886491535497e-01	8.041252899999999926e-01
5.676967880779631992e-01	7.969036520000001289e-01
5.755814875067727376e-01	7.895456480000000443e-01
5.834661869355822761e-01	7.820581779999999927e-01
5.913508863643919256e-01	7.744507230000000630e-01
5.992355857932014640e-01	7.667362669999999714e-01
6.071202852220111135e-01	7.589321880000000631e-01
6.150049846508206519e-01	7.510620980000000113e-01
6.228895095467050780e-01	7.431578580000001155e-01
6.307742089755147274e-01	7.352628489999999406e-01
6.386589084043242659e-01	7.274364360000000751e-01
6.465436078331339154e-01	7.197613499999999664e-01
6.544283072619434538e-01	7.123541380000000256e-01
6.623130066907529923e-01	7.053828380000000120e-01
6.701977061195626417e-01	6.990960990000000264e-01
6.780824055483721802e-01	6.938740559999999613e-01
6.859671049771817186e-01	6.903240430000000538e-01
6.938516298730661447e-01	6.894738970000000577e-01
7.017363293018756831e-01	6.932110120000001263e-01
7.096210287306853326e-01	7.054490829999999768e-01
7.175057281594948710e-01	7.361608610000001107e-01
7.253904275883045205e-01	8.257357240000000598e-01
7.332751270171140590e-01	9.772423219999999411e-01
7.411598264459235974e-01	9.103946378000001838e-01
7.490445258747332469e-01	8.983084036300000852e-01
7.569290507706175619e-01	9.053925577100000455e-01
7.648137501994271004e-01	9.215152245000000075e-01
7.726984496282367498e-01	9.422401281000000184e-01
7.805831490570462883e-01	9.652650369999999924e-01
7.884678484858559377e-01	9.892810920000001396e-01
7.963525479146654762e-01	1.013500686000000206e+00
8.042372473434751257e-01	1.037434029000000146e+00
8.121219467722846641e-01	1.060770047999999965e+00
8.200064716681689791e-01	1.083309805000000070e+00
8.278911710969786286e-01	1.104925681000000104e+00
8.357758705257881671e-01	1.125538260000000124e+00
8.436605699545977055e-01	1.145099803000000138e+00
8.515452693834073550e-01	1.163583732000000204e+00
8.594299688122168934e-01	1.180977841000000028e+00
8.673146682410265429e-01	1.197279841999999928e+00
8.751993676698360813e-01	1.212494442000000117e+00
8.830838925657205074e-01	1.226629926000000204e+00
8.909685919945301569e-01	1.239697779999999971e+00
8.988532914233396953e-01	1.251711221999999957e+00
9.067379908521493448e-01	1.262683718000000122e+00
9.146226902809588832e-01	1.272629610000000078e+00
9.225073897097685327e-01	1.281562833000000179e+00
9.303920891385780712e-01	1.289497595000000052e+00
9.382767885673876096e-01	1.296446347000000054e+00
9.461614879961972591e-01	1.302422436000000072e+00
9.540460128920815741e-01	1.307437112000000123e+00
9.619307123208911126e-01	1.311502047000000060e+00
9.698154117497007620e-01	1.314627094000000218e+00
9.777001111785103005e-01	1.316822796000000073e+00
9.855848106073199499e-01	1.318097470000000104e+00
9.934695100361294884e-01	1.318460122999999928e+00
1.001354209464939027e+00	1.317917942999999870e+00
1.009238908893748787e+00	1.316478261999999955e+00
1.017123433789633102e+00	1.314148494000000111e+00
1.025008133218442641e+00	1.310933889000000185e+00
1.032892832647252179e+00	1.306841267999999889e+00
1.040777532076061718e+00	1.301875627999999896e+00
1.048662231504871256e+00	1.296042584000000053e+00
1.056546930933681017e+00	1.289347081000000061e+00
1.064431630362490555e+00	1.281794476000000182e+00
1.072316329791300094e+00	1.273389250000000139e+00
1.080200854687184409e+00	1.264137043000000293e+00
1.088085554115993947e+00	1.254042413000000078e+00
1.095970253544803708e+00	1.243110871000000062e+00
1.103854952973613246e+00	1.231347593000000185e+00
1.111739652402422784e+00	1.218759115000000115e+00
1.119624351831232323e+00	1.205351360000000094e+00
1.127509051260042083e+00	1.191131069999999958e+00
1.135393750688851622e+00	1.176106208000000208e+00
1.143278450117661160e+00	1.160283918000000192e+00
1.151162975013545475e+00	1.143674198000000031e+00
1.159047674442355236e+00	1.126286227000000029e+00
1.166932373871164552e+00	1.108130673000000233e+00
1.174817073299974313e+00	1.089219831999999943e+00
1.182701772728783851e+00	1.069566876000000111e+00
1.190586472157593612e+00	1.049185853000000002e+00
1.198471171586402928e+00	1.028092640000000113e+00
1.206355871015212688e+00	1.006304871000000212e+00
1.214240395911097004e+00	9.838412570000000246e-01
1.222125095339906542e+00	9.607230130000001811e-01
1.230009794768716080e+00	9.369720910000001179e-01
1.237894494197525841e+00	9.126138280000000158e-01
1.245779193626335157e+00	8.876745660000000537e-01
1.253663893055144918e+00	8.621832850000000770e-01
1.261548592483954456e+00	8.361710570000000509e-01
1.269433291912764217e+00	8.096719270000001245e-01
1.277317816808648532e+00	7.827214860000000218e-01
1.285202516237458070e+00	7.553583699999999457e-01
1.293087215666267831e+00	7.276241160000000985e-01
1.300971915095077147e+00	6.995628940000000462e-01
1.308856614523886908e+00	6.712206929999999794e-01
1.316741313952696446e+00	6.426475910000000180e-01
1.324626013381505985e+00	6.138954520000000636e-01
1.332510712810315523e+00	5.850192460000001038e-01
1.340395237706200060e+00	5.560768110000000597e-01
1.348279937135009376e+00	5.271283479999999688e-01
1.356164636563819137e+00	4.982367580000000573e-01
1.364049335992628675e+00	4.694674739999999957e-01
1.371934035421438436e+00	4.408882219999999963e-01
1.379818734850247752e+00	4.125688230000000845e-01
1.387703434279057513e+00	3.845812220000000559e-01
1.395588133707867051e+00	3.569989190000000256e-01
1.403472833136676590e+00	3.298968979999999940e-01
1.411357358032560905e+00	3.033515600000000201e-01
1.419242057461370665e+00	2.774397809999999964e-01
1.427126756890179982e+00	2.522391449999999979e-01
1.435011456318989742e+00	2.278273710000000007e-01
1.442896155747799281e+00	2.042816410000000138e-01
1.450780855176609041e+00	1.816786630000000180e-01
1.458665554605418357e+00	1.600936629999999972e-01
1.466550254034228118e+00	1.396003150000000026e-01
1.474434778930112655e+00	1.202702288000000175e-01
1.482319478358921971e+00	1.021721539000000067e-01
1.490204177787731510e+00	8.537180430000000653e-02
1.498088877216541270e+00	6.993127109999999758e-02
1.505973576645350587e+00	5.590854710000000422e-02
1.513858276074160347e+00	4.335703010000001301e-02
1.521742975502969886e+00	3.232518310000000172e-02
1.529627674931779646e+00	2.285607160000000318e-02
1.537512199827663961e+00	1.498703650000000193e-02
1.545396899256473500e+00	8.749369900000001504e-03
1.553281598685283260e+00	4.168045000000000430e-03
1.561166298114092577e+00	1.261494481999999966e-03
1.569050997542902337e+00	4.145704800000000437e-05
